name,latitude,longitude,website,categories,sub categories,emails,address_city,phone,address,address_region_1,address_country,opening hours,price level,reviews,rating
Domo 7 Japanese Restaurant,40.6185895,-74.7575164,http://www.domo-7.com/,restaurant|food,restaurant|asian restaurant|ethnic foods|japanese food|japanese restaurant|Japanese|sushi restaurant|Sushi,"[""info@Domo-7.com"", ""myname@example.com""]",,+1 908-534-7773,"547 US-22, Whitehouse Station, NJ 08889, USA",New Jersey,United States,,,"[""I tried Japanese food for first time and it was delicious"", ""Always fresh, priced well, BYO"", ""Sushi/sashimi here has been very fresh and delicious. Highly recommended"", ""Best sushi in the Whitehouse area, and better than a lot of places in general. Always fresh fish, have some Americanized rolls and sushi bar options as well. "", ""Had the beef teriyaki bento box.  Excellent! Prices are good.""]",4.6
The Dillinger Room,40.4939775,-74.4439384,http://www.thedillingerroom.com/,bar|restaurant|food,bar|bars and pubs|restaurant,[],New Brunswick,+1 732-214-0223,"338 George St, New Brunswick, NJ 08901, USA",New Jersey,United States,Monday: Closed|Tuesday: 12:00 PM � 12:00 AM|Wednesday: 12:00 PM � 12:00 AM|Thursday: 12:00 PM � 2:00 AM|Friday: 12:00 PM � 2:00 AM|Saturday: 4:00 PM � 2:00 AM|Sunday: 11:00 AM � 10:00 PM,,"[""This place has the best crafted cocktails around. The price point is as good as the drinks! Way worth the trip! "", ""We went for lunch on a weekday and I had an excellent beer and a steak sandwich and my wife had the Mac and cheese. The food quality was excellent, but do not expect large portions. They had 63 degree eggs on one dish on the menu, so you know they are aiming for quality food."", ""Really great atmosphere to hang out, have a drink and a bite to eat.  Not too loud or crowded"", ""Cocktail bar that really knows how to craft unique delicious drinks. Has a cool, hipster atmosphere. Bartenders are super friendly too. One of my favorite bars in New Brunswick :D"", ""Great vibe, friendly and knowledgable staff, delicious drinks, and a growing menu.""]",4.4
Sand Bar & Grill,40.107225,-74.052572,http://sandbarbrielle.com/,bar|restaurant|food,seafood restaurant|Seafood|american restaurant|American|bars and pubs|cocktail bar|ethnic foods|japanese food|restaurant|sushi restaurant|Sushi|western food,"[""support@townsquareinteractive.com""]",Brielle,+1 732-528-7750,"201 Union Ln, Brielle, NJ 08730, USA",New Jersey,United States,Monday: 11:00 AM � 11:00 PM|Tuesday: 11:00 AM � 11:00 PM|Wednesday: 11:00 AM � 11:00 PM|Thursday: 11:00 AM � 11:00 PM|Friday: 11:00 AM � 2:00 AM|Saturday: 11:00 AM � 2:00 AM|Sunday: 11:00 AM � 11:00 PM,2,"[""Great place, Ryan is an attentive waiter and they have awesome sushi."", ""Nice atmosphere, live entertainment, & best of all right on the water. Sushi was great, hamburger was pretty good also. I'd definitely go back again for a nice dinner date...but if you're lookin for a hang out w good dance music, this is not  the place to go.  "", ""Sushi is great, beer is usually ice cold. Nice atmosphere upstairs and great views outside. It is a little less than optimal that they play loud music during dinner downstairs, makes it very hard to talk, and the tables downstairs are all high tops so not really a great place for families with young children."", ""Did I eat at the same place as the other reviews?! 

My wife and I had gone for dinner and neither of us had gotten sushi so we can't speak for that or the happy hour. My rating is strictly based on our dinner experience.  

We sat on the end of the bar facing the water which was nice. The server was pleasant, though, her knowledge of the menu was a bit questionable definitely no complaints there. I ordered a sandwhich and my wife got the steamed lobster.  

The sandwhich was quite good, a seared steak with prosciutto and cheese very tasty. My wife's lobster,  on the other hand,  was definitely not up to standard. The meat was very underdone, to the point the claw meat did not even pull away from the shell. The tail meat was the same story as you'd imagine; a pale-ish,  translucent,  raw, gummy chuck of meat. I really hope she doesn't get sick! 

Prices were okay but I think this place is probably a better bar than restaurant.  I'd be very wary of the 4 star average rating as I feel generous giving it a 2. 

Maybe the sushi is good but doubt I will be back to give it a whirl."", ""Sushi is excellent! Outdoor seating provides a great view of the marina and beyond.""]",4
Diving Horse,39.101126,-74.717732,http://www.thedivinghorseavalon.com/,restaurant|food,seafood restaurant|Seafood|restaurant,"[""jobs@thedivinghorseavalon.com"", ""Jobs@thedivinghorseavalon.com"", ""events@thedivinghorseavalon.com"", ""EVENTS@thepubandkitchen.com""]",Avalon,+1 609-368-5000,"2109 Dune Dr, Avalon, NJ 08202, USA",New Jersey,United States,Monday: 5:00 � 10:00 PM|Tuesday: 5:00 � 10:00 PM|Wednesday: 5:00 � 10:00 PM|Thursday: 5:00 � 10:00 PM|Friday: 5:00 � 10:00 PM|Saturday: 5:00 � 10:00 PM|Sunday: 5:00 � 10:00 PM,3,"[""This was an amazing experience.  The wait staff was top shelf!  The menu was exquisite and the decor and ambiance are gorgeous.  I had the fluke sitting on a bed or spring vegetables that was so light and flavorful, I think it was one of the best meals I have had out ever!  What a wonderful restaurant.  We can't wait to try their other two restaurants in Philadelphia.  By far, the best restaurant at the beach in Avalon and Stone Harbor.  "", ""They need a grownup to manage the restaurant.  Four of us had dinner there Saturday evening.  The waiter dropped olive oil on my husbands pants.  The server was eager to remove appetizer plates when our fourth was still eating.  By dessert my husband was literally wearing it.  Another server dropped dessert down his back.   I would have like to see more concern on the part of management.   The wait staff just seems to hurry you out with no regard to the dining experience.   The food is good but the service is terrible.  These young people need training.   You can tell the restaurants at the beach that have veteran wait staff and this is not one of them.  My suggestion to diners is to wear something that is wash and wear  and learn to duck.    "", ""Attended a wedding reception and the food and decor were fantastic."", ""Best restaurant and staff at the shore.   The food is top shelf and the service is amazing.   Well worth the wait for a reservation.   "", ""We had a fantastic dinner during our honeymoon on my husbands birthday. Atmosphere is great with the open air and gorgeous decor. Staff was extremely welcoming, knowlegable and fun.  Food is pricey but absolutely delicious, from a small but varied farm to table menu.  Beautiful presentation.  Complimentary amuse bouche from the kitchen and glass of sparkling rose were followed by a bottle of champagne on the house for our honeymoon.  Would definitely go back!""]",4
Jim & Mike's Pizza & Steaks,39.7330713,-75.1311964,http://www.jimandmikespizza.com/,meal takeaway|restaurant|food,pizza restaurant|Pizza|fast food container|italian restaurant|Italian|pizzas|pizzatakeaway|restaurant|western food,[],Pitman,+1 856-582-8044,"7 S Broadway, Pitman, NJ 08071, USA",New Jersey,United States,Monday: 9:00 AM � 9:00 PM|Tuesday: 9:00 AM � 9:00 PM|Wednesday: 9:00 AM � 9:00 PM|Thursday: 9:00 AM � 9:00 PM|Friday: 9:00 AM � 10:00 PM|Saturday: 9:00 AM � 10:00 PM|Sunday: 9:00 AM � 9:00 PM,1,"[""Love this place. We get great service every time we eat here. The food is great and the menu is the only one of its kind here in town. They are great. Best Ice cream and the hot dogs and home made chilli are right on point."", ""Its close, not that expensive, and has an extremely kind employees "", ""I have ate here my whole life never dissapointed"", ""We used to order from this establishment many many times and recently it seems things are going down hill. On any random day there may or may not be delivery. You call and get hung up on many times. When you go to the shop to speak to a manager I'm told they were busy and he doesn't know what's going on up front. Thanks Jim n mikes for the years of dinners but thanks to the recent incompetency of the employees and management guess we will be going elsewhere. Your loss."", ""Slow. Cranky staff. below average food.""]",4.2
Jin Glatt Kosher,40.8468766,-74.1268872,http://www.jinglatt.com/,restaurant|food,chinese restaurant|Chinese|chinese food|ethnic foods,[],Passaic,+1 973-777-4900,"227 Main Ave, Passaic, NJ 07055, USA",New Jersey,United States,Monday: 11:00 AM � 10:00 PM|Tuesday: 11:00 AM � 10:00 PM|Wednesday: 11:00 AM � 10:00 PM|Thursday: 11:00 AM � 10:00 PM|Friday: 10:00 AM � 3:00 PM|Saturday: Closed|Sunday: 11:00 AM � 10:00 PM,,"[""Great place. Food and service is very good. Would recommend."", ""Kosher.  Good prices.  not best food, but passable"", ""First time trying here. The service was good, but the food barely has any taste."", ""Wow! Probably the best Chinese food I ever had!!  Amazing service! Great lunch and dinner deals!!!!  Must come here!"", ""tasty delicious kosher and not expensive place""]",4.4
Dunkin' Donuts,40.736092,-74.029713,https://www.dunkindonuts.com/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=338867,bakery|cafe|restaurant|food|store,donut shop|bagel shop|baked goods store|bakeries and patisseries|bakery|breakfast restaurant|coffe container|coffee|coffee shop|espresso bar|fast food container|fast food restaurant|Fast Food|food products|pastry shop|sandwich shop|Sandwich|sweets|tea and coffee merchant,[],Hoboken,+1 201-792-3113,"40 Hudson Pl, Hoboken, NJ 07030, USA",New Jersey,United States,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,1,"[""the indian persom that is in the night shift  is the most racist that inever seen.. he denied me the bathroom  eas out of order and other Indian  person came  after me and he say to him go used  it.. he didn't  say hi.. what u want  with a bad actitud  "", ""I like that store because when I visit there the store was clean and good. I saw the crew member service was also good and quick. The crew member are very friendly. and the  management is also excellent...I love that store..ud83dude0bud83dude0a"", ""Nothing out of the ordinary. Normal DD with about 5 tables. Could be more seating for the amount of space they have."", ""Nice and good place to enjoy ur day.great satisfaction  service  from crew"", ""Good food and good service. Bathrooms were also clean. ""]",4.1
POC,40.9096853,-74.031643,http://pocrestaurants.com/,restaurant|food,buffet restaurant|asian fusion restaurant|ethnic foods|japanese food|sushi restaurant|Sushi,"[""pocrestaurants@gmail.com""]",Hackensack,+1 201-488-0888,"450 Hackensack Ave, Hackensack, NJ 07601, USA",New Jersey,United States,"Monday: 11:30 AM � 2:30 PM, 5:00 � 9:30 PM|Tuesday: 11:30 AM � 2:30 PM, 5:00 � 9:30 PM|Wednesday: 11:30 AM � 2:30 PM, 5:00 � 9:30 PM|Thursday: 11:30 AM � 2:30 PM, 5:00 � 9:30 PM|Friday: 11:30 AM � 2:30 PM, 5:00 � 10:30 PM|Saturday: 11:00 AM � 3:00 PM, 4:30 � 10:00 PM|Sunday: 11:00 AM � 3:00 PM, 4:30 � 9:00 PM",,"[""Clean place, and friendly service.  The sushi is plenty and tasty.  Seafood selection is pretty good, and the meats as well.  Not much of a chicken selection, and the desserts are ok (typical buffet desserts).  Overall it's pretty good! "", ""Buffet is expansive and there is something for everyone to enjoy.  Most items are fresh and they're constantly replenishing the plates.  The only complaint is that the mashed potatoes taste like they are boxed and not fresh.  Everything else is fantastic."", ""Well the food critic has spoken and he rarely gives 5 stars but he did, with a smile. This place deserves 5+stars. The service and they have great wine selection."", ""Great staff, looks clean, food tastes great and a lot of choices! But, I have seen some foods being cross contaminated because they are so close together people are using different utensils to pick up different foods (example: I saw a guy getting some sort of shrimp food and used the utensil for the onion rings instead of the utensil for the shrimp thing. Than the guy put the utensil back into the onion ring tray. This can be a problem because someone can get sick because they ate the union rings which hade some shrimp on it)"", ""Pretty good food.  It's akin to an AC buffet, without the casino.  Sushi selection is pretty good and fresh.  The Entree selection could use the occasional turnaround to give frequent visitors the semblance of variety, but everything is quality.  Fondue fountain is great, and you have to get the lamb chops.""]",4.1
Anthony Francos Ristorante & Pizzeria,41.041203,-74.6358542,http://www.afpizza.com/sparta,restaurant|food,restaurant|fast food container|pizza restaurant|Pizza|pizzas|western food,[],Sparta Township,+1 973-729-6000,"8 Town Center Dr, Sparta Township, NJ 07871, USA",New Jersey,United States,Monday: 10:00 AM � 10:00 PM|Tuesday: 10:00 AM � 10:00 PM|Wednesday: 10:00 AM � 10:00 PM|Thursday: 10:00 AM � 10:00 PM|Friday: 10:00 AM � 10:30 PM|Saturday: 10:00 AM � 10:30 PM|Sunday: 10:00 AM � 10:00 PM,,"[""Food is always good. Service is spotty and not consistent. Tables are also frequently not cleaned. Food is the plus here."", ""Not enough sauce on the pizza I got. It was like eating cheesy bread. Still good, but very dry and disappointing."", ""Actually this is good pizza! The guy took my order immediately. I'd go back for sure. "", ""The times on the website are incorrect! I am here before close and close time on a Saturday says 11pm. It's 10:30pm. No sign saying they had to close early. What are the hours of operation if the website is incorrect...."", ""The staff is outstanding, the service is outstanding and the pizza/options are outstanding.  The Sparta Anthony Franco's is the best around !!""]",3.8
Supreme Kabab and Curry,40.4379903,-74.536197,http://www.supremekabab.com,restaurant|food,restaurant|fast food container|fast food restaurant|Fast Food|pakistani restaurant|Pakistani,"[""info@supremekabab.com""]",South Brunswick Township,+1 732-940-2300,"3076 NJ-27 Suite #1, Franklin Park, NJ 08823, USA",New Jersey,United States,Monday: Closed|Tuesday: 9:30 AM � 8:30 PM|Wednesday: 9:30 AM � 8:30 PM|Thursday: 9:30 AM � 8:30 PM|Friday: 9:30 AM � 8:30 PM|Saturday: 9:30 AM � 8:30 PM|Sunday: 9:30 AM � 8:30 PM,,"[""Their Shami kebabs and seekh kebabs are very good. "", ""Customer service was very poor and prices are little higher."", ""I have been ordering food from them for many years, its always fresh, tasty and service excellent."", ""Nice place"", ""Ok food, hygiene? Nope. ""]",3.7
Coal Fired Pizza,40.2963859,-74.2993897,http://www.coalpizzeria.com/,restaurant|food,pizza restaurant|Pizza|fast food container|italian restaurant|Italian|pizzas|western food,"[""Solotrattoria@aol.com""]","100 U.S. 9, Manalapan Township",+1 732-677-3220,"100 U.S. 9, Manalapan Township, NJ 07726, USA",New Jersey,United States,Monday: 11:30 AM � 10:00 PM|Tuesday: 11:30 AM � 10:00 PM|Wednesday: 11:30 AM � 10:00 PM|Thursday: 11:30 AM � 10:00 PM|Friday: 11:30 AM � 11:00 PM|Saturday: 11:30 AM � 11:00 PM|Sunday: 11:30 AM � 9:00 PM," """"Fantastic pizzas ","[""We have been coming here for years and today was the worst experience we've ever had. Pizza was blacked and burned and when we returned it, the cook didn't want to come out of the kitchen to make a new one. No one apologized for this nor did anyone apologize for the dirty glasses (lipstick stains)  and plates we got. This place had gone down hill and is run by a bunch of High School students. What a shame!"", ""Friendly staff, food is good, eat in or take out, brick over pizza"", ""Friendly and professional staff.  Quick service an food was """"on point""""",3.6
CARS: Sandwiches & Shakes,41.0572679,-74.1389125,http://www.eatatcars.com/,restaurant|food,new us american restaurant|restaurant|western food,[],Ramsey,+1 201-871-8600,"114 E Main St, Ramsey, NJ 07446, USA",New Jersey,United States,Monday: 11:00 AM � 1:00 AM|Tuesday: 11:00 AM � 1:00 AM|Wednesday: 11:00 AM � 1:00 AM|Thursday: 11:00 AM � 2:00 AM|Friday: 11:00 AM � 3:00 AM|Saturday: 11:00 AM � 3:00 AM|Sunday: 12:00 � 8:00 PM,,"[""Good late night drunk food. Delivery times can exceed an hour, I've seen as much as an hour and a half. Food seems to have improved, much less greasy than it used to be. Counter staff is friendly and helpful. Won't deliver under $25. Overall if you're bombed and hungry at 2 am they're the only people that will bring you salvation."", ""Personally I love this place. The sandwiches are amazing and have tons of variety. Shakes are also great! They are open very late which is a nice plus for those looking for a late night snack."", ""I went into the restaurant expecting a nice lunch with speedy service. However, what I received was no where near comparable to my expectations. The orders were wrong and the manager refused to correct them. On top of that the Mac & Cheese we were served was cold and the burger was hardly cooked. I am very disappointed with my dining experience at this restaurant."", ""Service was slow. Food was alright. Many options and i dont remember what i got because of the weird names for the sandwiches. Always crowded at night. I dont see the what the hype is about. "", ""My food is cold when it gets delivered to my house. I had to reheat cold food that I should have to do.And the messed up my order. I am not gonna be eating from their. not worth the money all I want my money back!""]",4.1
Subway,41.1648265,-74.5583623,http://www.subway.com/,restaurant|food,restaurant|business service|catering service|fast food container|fast food restaurant|Fast Food|party service|sandwich shop|Sandwich,[],Hamburg,+1 973-823-6305,"3672 NJ-94, Hamburg, NJ 07419, USA",New Jersey,United States,Monday: 7:00 AM � 9:00 PM|Tuesday: 7:00 AM � 9:00 PM|Wednesday: 7:00 AM � 9:00 PM|Thursday: 7:00 AM � 9:00 PM|Friday: 7:00 AM � 10:00 PM|Saturday: 7:00 AM � 10:00 PM|Sunday: 8:00 AM � 9:00 PM,1,"[""Amazing subway! I liked this store. I came here with friends today. Clean place, Fresh vegetables(tomatoes are awesome), delicious bread (got herb&cheese). There was a very helpful associate in the store.  Very happy with the expierene. 
"", ""Very good SUBWAY I have ever been to."", """", """", """"]",5
Fuji Restaurant,39.8969283,-75.0334453,http://www.fujirestaurant.com/,restaurant|food,japanese restaurant|Japanese|asian restaurant|ethnic foods|japanese food|restaurant|sushi restaurant|Sushi,"[""fujihaddonfield@yahoo.com""]",Haddonfield,+1 856-354-8200,"116 Kings Hwy E, Haddonfield, NJ 08033, USA",New Jersey,United States,"Monday: Closed|Tuesday: 11:30 AM � 2:30 PM, 4:30 � 9:00 PM|Wednesday: 11:30 AM � 2:30 PM, 4:30 � 9:00 PM|Thursday: 11:30 AM � 2:30 PM, 4:30 � 9:00 PM|Friday: 11:30 AM � 2:30 PM, 5:00 � 10:00 PM|Saturday: 12:00 � 2:30 PM, 5:00 � 10:00 PM|Sunday: 4:00 � 9:00 PM",3,"[""Love the bento box selections. Fresh fish for tasty sushi and sashimi.  Cozy and comfortable. "", ""Amazingly Delicious! This is one of the best Japanese Restaurants we have tried. Everything is wonderful.... From their tempura to their tofu,sashimi and sushi of course is fabulous (best shrimp sushi), and loved their chicken ramen ...Yum!   I'm addicted!  Their service is exceptionally kind... The chef is very nice... An absolute must try!"", ""The food was yummy but we waited for our food for quite some time. We had a group of maybe 15people and one friend got his plate maybe 5 min after everyone else even when another person got the same dish.. "", ""Owners have changed.  It's owned by Chinese,not Japanese.  No bow, no polite greeting.  If one knows Japanese culture, this is not Japanese style. Apps were good.  Sushi was good.  The Chilean sea bass special was marinated in miso. When split, it smelled strongly of ammonia. Person sitting next toe smelt it from her seat. When asked, the waitress said that was the miso.  I thought it was old fish soaked in miso to hide the smell.  Didn't have that delicious buttery and soft flavor of CSB. Tough and dry.   Very disappointing.   
  The teriyaki salmon was enjoyed as were the rolls. 
  Most Japanese restaurants give pineapple or orange slices, very fresh.  Not even a mint here.  
   Crowds weren't here as with prior owners.  Lacks the charm.  I find most Japanese/sushi places are Chinese run.  Sagami is still the gold standard. "", ""Was great in Cinnaminson & is still great in Haddonfield! !!""]",4.6
Sushi John,40.4047252,-74.6471796,http://www.sushijohn.com/,restaurant|food,japanese restaurant|Japanese|ethnic foods|japanese food|sushi restaurant|Sushi,[],Montgomery,+1 609-921-8551,"1325 US-206, Skillman, NJ 08858, USA",New Jersey,United States,Monday: 11:30 AM � 9:30 PM|Tuesday: 11:30 AM � 9:30 PM|Wednesday: 11:30 AM � 9:30 PM|Thursday: 11:30 AM � 9:30 PM|Friday: 11:30 AM � 10:00 PM|Saturday: 11:30 AM � 10:00 PM|Sunday: 11:30 AM � 9:30 PM,,"[""The sushi is really fresh and delicious""]",5
